title,employment_type,workplace_type,location,department,url,description,requirements,company,source,first_scraped_at,last_scraped_at,ignored
"Coach - Germantown, TN",Coaching (Part-Time) /,On-site,"Nashville, Tennessee",Studios – Coaching /,https://jobs.lever.co/solidcore/0202f16d-9d03-4e0c-952f-0f932cadaa05,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $25 per class.  After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance. flexible work schedule comprehensive paid training program potential to earn commission free drop-in classes growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Culver City, CA",Coaching (Part-Time) /,On-site,"Los Angeles, California",Studios – Coaching /,https://jobs.lever.co/solidcore/0e9ebf1b-5c39-4b9b-80dd-a192f4974e91,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year:  One summer (Memorial Day, Fourth of July, Labor Day);  One winter (Thanksgiving, Christmas, New Years Day);  One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $40 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance.  Flexible work schedule. Comprehensive paid training program  Potential to earn commission   Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Crystal City, VA",Coaching (Part-Time) /,On-site,"Arlington, Virginia",Studios – Coaching /,https://jobs.lever.co/solidcore/5fdd9bf7-edc5-4206-9c39-4ea26e7c7de5,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events. Learning new techniques and best practices from the coach and Studio Manager community. Interacting and forming relationships with clients and the fitness community. Embodying the [solidcore] brand and culture. Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer compensation plan that begins with a starting pay of $28 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance.  Flexible work schedule  Comprehensive paid training program Potential to earn commission Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Chicago, IL",Coaching (Part-Time) /,On-site,"Chicago, Illinois",Studios – Coaching /,https://jobs.lever.co/solidcore/9ab11e0e-0399-4e03-b23b-7ef8f9d7e2ce,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $25 per class.  After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance. flexible work schedule comprehensive paid training program potential to earn commission free drop-in classes growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Court House, VA",Coaching (Part-Time) /,On-site,"Arlington, Virginia",Studios – Coaching /,https://jobs.lever.co/solidcore/e3d7cde7-da74-4bdb-afa3-64d8828508b0,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer compensation plan that begins with a starting pay of $28 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance.  Flexible work schedule  Comprehensive paid training program Potential to earn commission Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Encino, CA",Coaching (Part-Time) /,On-site,"Los Angeles, California",Studios – Coaching /,https://jobs.lever.co/solidcore/0cd8245a-14d4-446d-8715-dd2f8b5d9cbe,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year:  One summer (Memorial Day, Fourth of July, Labor Day);  One winter (Thanksgiving, Christmas, New Years Day);  One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $40 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance.  Flexible work schedule. Comprehensive paid training program  Potential to earn commission   Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Coral Gables, FL",Coaching (Part-Time) /,On-site,"Miami, Florida",Studios – Coaching /,https://jobs.lever.co/solidcore/070db341-ec77-4eef-92e8-79b3e3d7697e,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $25 per class.  After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance. flexible work schedule comprehensive paid training program potential to earn commission free drop-in classes growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Charlottesville, VA",Coaching (Part-Time) /,On-site,"Charlottesville, Virginia",Studios – Coaching /,https://jobs.lever.co/solidcore/07bd5697-9a60-4e54-84f6-6918d42dc56a,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $25 per class.  After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance. flexible work schedule comprehensive paid training program potential to earn commission free drop-in classes growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Cranston, RI",Coaching (Part-Time) /,On-site,"Cranston, Rhode Island",Studios – Coaching /,https://jobs.lever.co/solidcore/c872bb44-ac21-498a-b97f-95f2ea1c66f8,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year:  One summer (Memorial Day, Fourth of July, Labor Day);  One winter (Thanksgiving, Christmas, New Years Day);  One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $25.00 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance.  Flexible work schedule. Comprehensive paid training program  Potential to earn commission   Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Chapel Hill, NC",Coaching (Part-Time) /,On-site,"Chapel Hill, North Carolina",Studios – Coaching /,https://jobs.lever.co/solidcore/f7776d84-46d8-4db2-9881-185aaa9ed05e,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $20 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance. Flexible work schedule. Comprehensive paid training program Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Castro, CA",Coaching (Part-Time) /,On-site,"San Francisco, California",Studios – Coaching /,https://jobs.lever.co/solidcore/3bbd7187-e016-463e-a135-4e330ab2908e,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year:  One summer (Memorial Day, Fourth of July, Labor Day);  One winter (Thanksgiving, Christmas, New Years Day);  One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $40 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance.  Flexible work schedule Comprehensive paid training program  Potential to earn commission   Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Center City, PA",Coaching (Part-Time) /,On-site,"Philadelphia, Pennsylvania",Studios – Coaching /,https://jobs.lever.co/solidcore/230598c7-330a-4c37-badb-9a86708fe2e5,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer a competitive compensation plan that begins with a starting pay of $25 per class.  After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance. flexible work schedule comprehensive paid training program potential to earn commission free drop-in classes growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
"Coach - Cathedral Commons, DC",Coaching (Part-Time) /,On-site,"Washington, District of Columbia",Studios – Coaching /,https://jobs.lever.co/solidcore/e4406cbe-16c9-4aef-a84e-28bc1125c615,"[solidcore] coaches lead clients through our signature 50-minute, full-body, low-impact classes. They are responsible for educating clients on the use of our resistance-based machines and empowering them to push through our challenging workout. [solidcore] coaches are expected to be able to think quickly and provide clients of differing skill levels with support and motivation. Classes are intense but small, designed to allow our coaches to deliver each client with personalized attention and accountability in a group environment. The lights are low, the music is on point, and the community is [inspiring]. At their core, [solidcore] coaches are dedicated to and invested in helping those around them discover what they’re truly capable of.  All [solidcore] coaches must undergo [solidcore]'s comprehensive training program. Our training groups are small as well as highly selective, allowing for individualized support and tight-knit relationships. Training managers are dedicated to the success of each trainee and provide ample feedback as well as trackable goals. Please note, prior fitness teaching experience or fitness certification is not required.   Our company is expanding rapidly. Team members who have chosen a career with [solidcore] and demonstrate a passion for the brand are afforded unique opportunities to grow with us.","Participating in team meetings and events Learning new techniques and best practices from the coach and Studio Manager community Interacting and forming relationships with clients and the fitness community Embodying the [solidcore] brand and culture Creating a fitness space that is welcoming and inclusive of all backgrounds and abilities Optimism and hard work with a love for health, fitness, and the [solidcore] workout Passionate about helping others become the strongest version of themselves and achieve their goals Ability to thrive in a fast-paced, entrepreneurial environment Prior group fitness experience is a plus but not required Outgoing and personable with a desire to build relationships within and outside the [solidcore] community Team player with a positive attitude Genuine desire to inspire and motivate others Reliable and professional Comfortable on a mic leading a fast-paced class with loud music and a lot of energy in the room A minimum of fifteen hours of weekday availability per week (Mon-Fri) Ability to coach a minimum of six classes, ~nine hours per week One full weekend day per week Ability to coach a minimum of three holidays per year: One summer (Memorial Day, Fourth of July, Labor Day); One winter (Thanksgiving, Christmas, New Years Day); One pre/post (Black Friday, Christmas Eve, New Years Eve) We offer compensation plan that begins with a starting pay of $28 per class. After three months of scheduled coaching, you will have the chance to earn a percentage of the total class revenue based on performance.  Flexible work schedule  Comprehensive paid training program Potential to earn commission Free drop-in classes Growth potential",solidcore,lever,2025-07-31 16:49:55,2025-07-31 17:27:48.139570,checked
